grade,gender,raceeth,preschool,expectBachelors,motherHS,motherBachelors,motherWork,fatherHS,fatherBachelors,fatherWork,selfBornUS,motherBornUS,fatherBornUS,englishAtHome,computerForSchoolwork,read30MinsADay,minutesPerWeekEnglish,studentsInEnglish,schoolHasLibrary,publicSchool,urban,schoolSize,readingScore
10,1,Black,1,1,1,1,0,1,0,1,1,1,1,1,0,0,50,20,1,1,0,421,Low
10,0,White,0,1,1,0,1,1,0,0,1,1,1,1,0,1,360,25,1,1,0,808,High
10,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,160,20,1,0,1,1212,High
10,0,White,0,1,0,0,0,0,0,1,1,1,1,1,1,1,500,20,1,1,0,854,High
10,1,White,1,1,1,1,0,1,1,1,1,1,1,1,1,1,275,20,1,1,0,1526,High
10,1,Hispanic,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1050,25,1,1,0,1411,Low
10,0,White,0,1,0,0,0,1,1,1,1,1,0,1,1,1,275,22,1,1,1,1276,Low
11,1,White,1,0,1,0,1,1,0,1,1,1,1,1,1,0,290,28,1,1,0,926,Low
10,1,White,1,1,1,0,0,1,0,1,1,1,1,1,1,1,250,25,1,1,1,1723,High
10,1,White,0,1,1,0,0,1,0,0,1,1,1,1,1,0,90,25,1,1,0,1317,High
10,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,200,25,1,1,0,632,High
9,1,Black,1,1,1,0,1,1,0,1,1,1,1,1,1,0,250,10,0,1,1,1723,Low
11,1,Hispanic,0,1,0,0,1,0,0,1,1,0,0,0,1,0,225,30,1,1,0,366,High
10,1,Hispanic,1,1,1,0,1,1,0,0,1,1,1,1,1,0,270,25,1,1,0,2361,High
10,1,White,0,1,1,0,0,1,0,1,1,1,1,1,1,0,250,20,1,1,0,636,Low
10,1,White,1,0,1,0,1,1,0,0,1,1,1,1,1,0,180,25,1,1,0,887,Low
10,0,White,1,1,1,1,1,1,1,1,1,1,1,1,1,1,300,25,0,1,0,898,High
10,0,Black,1,1,0,0,0,0,0,1,1,1,1,1,1,0,270,25,1,1,1,991,High
10,0,White,1,1,1,0,0,1,0,1,1,1,0,1,1,1,300,40,1,1,1,2085,High
10,1,White,1,1,1,0,1,1,1,1,1,1,1,1,1,0,270,20,1,1,0,389,High
11,0,Hispanic,0,1,1,0,1,1,1,1,1,0,0,1,1,0,195,30,1,0,1,570,High
10,1,White,1,1,1,1,1,1,1,1,0,1,0,1,1,0,200,30,1,0,1,398,Low
10,1,White,1,1,1,0,1,1,0,1,1,1,1,1,1,0,200,24,1,1,1,2640,High
10,0,Hispanic,1,0,0,0,1,0,0,1,1,0,0,1,1,0,300,35,1,1,1,3138,High
11,1,White,1,1,1,1,1,1,1,0,1,1,1,1,1,0,516,30,1,1,0,1812,Low
10,0,White,1,0,1,1,1,1,0,1,1,1,1,1,1,0,250,25,1,1,0,854,Low
10,0,Black,1,1,1,0,1,1,0,0,1,1,1,1,1,0,250,18,1,1,0,762,High
10,1,White,1,1,1,1,0,1,1,1,1,1,1,1,1,0,225,26,1,1,0,3009,High
10,1,White,0,0,0,0,1,1,0,1,1,1,1,1,1,0,47,30,1,1,0,1327,Low
10,1,Hispanic,0,0,1,0,1,0,0,0,1,1,1,1,1,0,240,25,1,1,0,926,Low
11,0,White,1,1,1,0,0,1,1,0,0,1,1,1,1,0,300,25,1,1,0,636,High
10,1,Hispanic,1,1,1,0,1,1,0,1,1,1,1,1,1,0,275,25,1,1,1,1998,Low
11,0,White,0,1,1,0,1,1,1,0,1,1,1,1,1,0,275,28,1,1,0,316,High
10,0,Asian,1,1,0,0,1,0,0,1,1,0,0,0,1,1,360,24,1,1,0,2183,High
10,1,White,0,1,1,0,1,1,0,1,1,1,1,1,1,0,270,20,1,1,0,1680,High
9,1,Black,1,0,1,1,0,1,1,1,1,1,1,1,0,1,360,16,1,1,0,987,Low
11,0,White,0,1,1,1,1,1,1,1,1,1,1,1,1,0,275,20,1,1,0,3009,High
11,1,White,1,1,1,0,1,1,0,1,1,1,0,1,1,0,240,27,1,1,0,2361,High
10,1,White,0,1,1,0,0,1,0,1,1,1,1,1,1,1,201,30,1,1,1,2966,High
10,1,White,1,0,1,0,0,0,0,0,1,1,0,1,1,0,350,24,1,1,0,899,High
10,1,Asian,1,1,1,0,0,0,0,1,1,0,0,0,1,0,275,25,1,1,0,754,Low
10,0,White,0,1,1,0,0,1,0,1,1,1,1,1,1,1,450,30,1,1,0,432,Low
10,0,White,1,1,1,0,0,1,0,1,1,1,1,1,1,1,235,15,1,1,0,1828,High
10,0,Hispanic,1,0,1,0,1,1,1,1,1,0,0,1,1,0,45,20,1,1,0,1101,Low
10,1,Black,1,0,1,0,1,1,0,1,1,1,1,1,0,1,225,20,1,1,0,868,Low
10,0,Black,0,1,1,0,1,1,0,0,1,1,1,1,1,0,270,21,1,1,0,1489,Low
10,1,Hispanic,0,1,1,1,1,1,0,1,1,1,1,1,1,1,250,30,1,1,0,505,Low
11,0,White,1,1,1,0,1,1,0,1,1,1,1,1,1,0,300,30,1,1,0,1733,High
11,1,Black,1,1,1,1,1,1,1,1,1,1,1,1,1,1,250,30,1,1,1,1392,High
10,0,Black,0,1,1,0,1,1,0,1,1,1,1,1,1,0,45,17,1,1,0,421,High
11,0,Black,0,0,1,0,1,1,0,1,1,1,1,1,1,1,45,20,1,1,1,1723,Low
10,0,White,1,1,1,1,1,1,0,0,1,1,0,1,1,0,300,28,1,1,0,1250,High
10,0,Hispanic,1,1,1,0,1,1,0,1,1,1,1,1,1,0,235,20,1,1,0,1250,High
10,1,More than one race,0,1,1,0,1,1,0,1,1,1,1,1,1,1,250,20,1,1,0,227,High
10,0,White,1,1,1,1,0,1,1,1,1,1,1,1,1,0,300,30,1,1,0,2000,High
10,1,White,0,1,1,0,1,1,0,0,1,1,1,1,0,0,300,29,1,1,0,1848,High
11,0,White,1,1,1,0,0,1,0,0,1,1,1,1,1,0,300,28,1,1,0,1897,High
10,1,Black,1,1,1,0,1,1,0,1,1,1,1,1,1,0,250,21,1,1,1,1723,Low
10,1,Black,0,1,1,0,1,1,0,1,1,1,1,1,1,1,250,35,1,1,0,1692,High
10,1,White,1,1,1,0,1,1,0,0,1,1,1,1,1,0,300,20,1,1,0,1317,Low
10,0,Black,1,1,1,1,1,1,1,0,1,1,1,1,1,0,600,20,1,1,0,361,Low
10,0,Hispanic,1,1,1,1,1,1,1,1,1,1,1,1,1,0,250,40,1,1,1,2004,Low
10,0,White,1,1,1,0,1,1,0,1,1,1,1,1,1,0,270,15,1,1,1,1619,High
10,0,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,250,32,1,1,0,2878,Low
10,0,Hispanic,0,1,1,0,0,1,0,1,1,0,1,1,1,0,270,30,1,1,1,2085,High
10,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,270,25,1,1,0,1471,High
10,1,White,1,1,1,0,0,1,1,1,1,1,1,1,1,0,270,28,1,1,1,1378,High
10,1,Black,1,1,1,0,1,1,0,1,1,1,1,1,1,0,245,30,1,1,1,1095,High
10,1,More than one race,0,1,1,1,1,1,1,1,1,1,1,1,1,1,280,21,1,1,0,1064,High
11,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,210,21,1,1,0,774,Low
11,1,Hispanic,1,1,1,0,1,1,0,1,1,1,0,1,1,0,225,20,1,1,0,2098,Low
10,1,White,1,1,1,0,1,1,0,1,1,1,1,1,1,0,300,24,1,0,1,308,High
10,1,Hispanic,0,1,1,0,1,1,0,1,1,0,0,1,1,1,360,30,1,1,1,2886,High
10,0,White,0,0,1,1,0,1,0,1,1,1,1,1,1,0,30,25,1,1,0,421,Low
11,1,Hispanic,1,1,0,0,0,0,0,1,0,0,0,0,1,0,270,35,1,1,1,3201,High
10,1,White,1,1,1,1,0,1,1,1,1,1,1,1,1,0,225,21,1,1,0,612,High
10,1,White,1,1,1,0,1,1,0,1,1,1,1,1,1,0,270,30,1,0,1,575,Low
8,1,Hispanic,1,0,1,1,1,0,0,0,1,1,1,1,0,0,160,17,1,1,0,362,Low
10,0,White,0,1,1,0,1,1,0,1,1,1,1,1,1,0,800,20,1,1,0,865,Low
10,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,300,23,1,1,0,1233,Low
11,0,More than one race,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1100,20,1,1,0,1411,High
10,1,Black,1,0,1,0,1,1,0,0,1,1,1,1,1,0,225,25,1,1,1,1062,Low
10,0,Black,0,1,1,0,0,1,0,0,1,1,1,1,0,0,300,21,1,1,1,539,Low
10,0,White,1,1,1,1,1,1,0,1,1,1,1,1,1,0,40,20,1,1,0,632,High
10,0,Asian,1,1,1,1,1,1,1,1,1,0,0,1,1,0,240,21,1,0,1,575,Low
10,0,White,1,1,1,0,1,1,0,1,1,1,1,1,1,1,270,30,1,1,1,2966,High
10,0,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,270,40,1,1,0,389,High
10,0,Hispanic,1,1,1,0,1,1,0,0,1,1,0,0,1,1,75,30,1,1,0,1101,High
9,1,Hispanic,1,1,1,0,0,1,0,1,1,0,0,0,1,0,300,25,1,1,0,2041,Low
10,0,Black,1,1,1,0,1,1,0,0,1,1,1,1,1,1,300,32,1,1,1,2144,Low
10,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,200,13,1,1,0,1733,High
10,1,More than one race,1,1,0,0,1,1,0,1,1,0,1,1,1,0,350,30,1,1,0,712,Low
9,0,Hispanic,1,1,1,0,0,1,1,1,1,1,1,1,1,0,300,1,0,1,0,889,Low
10,1,White,1,1,1,1,1,1,1,0,1,1,1,1,1,0,225,24,1,1,1,1640,High
10,0,White,1,1,1,1,1,1,1,1,1,1,1,1,1,1,300,25,1,1,0,898,High
10,1,White,1,1,1,1,0,1,1,1,1,1,1,1,1,0,240,25,1,1,0,636,High
10,0,White,1,0,1,0,1,1,0,1,1,1,1,1,1,0,225,23,1,1,0,1848,Low
10,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,40,20,1,1,0,632,High
10,1,Hispanic,0,1,1,1,0,1,1,1,1,1,1,1,1,0,90,30,1,1,0,1489,Low
10,1,American Indian/Alaska Native,1,1,1,0,1,1,0,0,1,1,1,1,1,0,285,13,1,1,0,300,Low
10,1,Hispanic,1,1,1,0,0,1,0,1,1,0,0,1,1,0,225,19,1,1,1,1196,Low
10,0,White,1,1,1,1,0,1,1,1,1,1,1,1,1,0,200,25,1,1,0,612,High
10,0,White,1,1,1,0,1,1,1,1,1,1,1,1,1,0,200,25,0,1,1,2640,High
10,1,White,1,1,1,0,1,1,0,1,1,1,1,1,1,1,240,25,1,1,0,247,High
10,1,White,0,0,1,0,0,1,0,0,1,1,1,1,1,0,450,22,1,1,0,1173,High
10,0,White,1,1,1,1,0,1,1,1,1,1,1,1,1,1,300,30,1,1,0,316,High
10,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,28,1,1,0,3009,Low
10,0,Black,0,1,1,0,1,1,0,1,1,1,1,1,1,1,300,24,1,1,0,2183,Low
10,1,White,1,0,1,0,1,1,0,1,1,1,1,1,1,0,225,30,1,1,0,1327,High
10,1,White,0,1,1,0,0,1,0,1,1,1,1,1,1,0,50,30,1,1,0,854,Low
10,0,White,0,1,1,0,1,1,0,1,0,0,0,0,1,1,300,33,1,1,0,2340,High
10,1,White,1,1,1,1,1,1,1,0,1,0,1,1,1,1,200,20,1,1,0,509,High
9,0,White,0,0,1,0,0,0,0,1,1,1,1,1,1,1,225,25,1,1,1,2162,High
10,0,White,0,1,1,0,1,1,1,1,1,1,1,1,1,0,275,20,0,1,0,846,High
10,0,Hispanic,1,1,1,0,1,1,1,1,0,0,0,0,1,1,90,23,1,1,0,2569,High
10,0,White,0,0,0,0,1,0,0,1,1,1,1,1,0,1,450,20,1,1,0,434,Low
11,1,Hispanic,1,0,1,1,1,1,0,0,1,1,0,1,1,0,270,35,1,1,1,2942,Low
11,1,Hispanic,1,1,1,0,1,0,0,1,1,0,0,0,1,0,45,20,1,1,1,991,Low
10,1,Hispanic,0,1,1,0,1,0,0,1,1,1,1,1,1,0,315,30,1,1,0,1900,Low
10,0,Hispanic,1,1,1,1,1,1,1,0,1,1,0,1,1,0,240,23,1,0,1,570,High
10,1,White,0,1,1,1,1,1,1,1,1,1,1,1,1,1,225,12,1,1,0,421,Low
10,0,White,0,1,1,0,1,1,0,1,1,1,1,1,1,0,250,20,1,1,0,421,High
9,0,Hispanic,1,0,1,0,0,1,1,1,1,1,1,1,1,0,30,25,1,1,1,2942,Low
11,1,Black,1,1,1,0,1,1,0,1,1,1,1,1,1,0,300,36,1,1,1,2149,Low
10,0,White,1,1,1,0,1,1,0,1,1,1,1,1,1,0,275,40,1,1,0,1913,Low
10,0,Asian,1,1,0,0,0,1,0,1,1,0,0,1,1,1,295,24,1,1,0,1733,Low
9,0,White,1,1,1,1,0,1,1,1,1,0,1,1,1,1,300,30,1,1,1,1046,Low
10,1,More than one race,1,0,1,1,1,1,0,1,1,1,1,1,1,0,301,17,1,1,0,1250,Low
10,0,White,1,1,1,0,1,1,1,1,1,1,1,1,1,1,300,25,1,1,0,434,High
10,1,Hispanic,1,1,1,1,1,0,0,1,1,0,0,1,1,0,275,11,1,1,1,1998,High
9,0,Black,1,1,1,1,1,1,0,1,1,1,1,1,1,0,270,22,1,1,0,996,Low
10,1,White,1,1,1,0,1,1,0,0,1,1,1,1,1,0,450,30,1,1,0,979,Low
10,0,Hispanic,0,1,0,0,0,0,0,1,1,0,0,0,1,0,275,42,1,1,1,3592,High
11,0,Asian,0,1,1,0,1,1,1,0,1,0,0,1,1,0,275,30,1,1,0,2340,High
10,0,White,1,1,1,0,1,0,0,0,1,1,0,1,1,1,225,20,1,1,1,1640,Low
10,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,250,30,1,1,1,2080,High
9,0,Hispanic,0,1,1,0,1,1,0,0,1,1,1,1,1,0,250,24,1,0,1,308,High
10,0,White,1,1,1,1,1,1,1,1,1,1,1,1,1,1,450,22,1,1,0,1471,High
10,0,Black,1,1,1,0,1,1,0,1,1,1,1,1,1,1,225,17,1,1,0,762,Low
10,0,Hispanic,0,1,1,1,1,1,1,1,1,0,1,1,1,1,300,30,1,1,0,2041,High
10,1,White,1,1,1,1,1,1,0,1,1,1,1,1,1,0,250,25,1,1,0,636,Low
10,0,White,1,1,1,0,1,1,0,1,1,1,1,1,1,1,375,32,1,1,1,2966,High
9,0,Hispanic,0,1,0,0,1,0,0,1,1,0,0,1,0,0,225,26,1,1,1,1062,Low
10,0,White,0,1,0,0,1,1,0,1,1,1,1,1,1,0,270,25,1,1,0,1471,High
11,1,Hispanic,1,1,1,1,1,1,1,1,1,1,0,1,1,0,250,22,1,1,1,3261,High
11,0,White,1,1,1,0,1,1,0,0,1,1,1,1,1,1,275,24,1,1,0,1064,High
10,0,White,1,1,1,0,1,1,0,1,1,1,1,1,1,0,225,25,1,1,1,1046,Low
10,1,White,1,1,1,1,0,1,1,0,1,0,0,0,1,0,45,30,1,1,1,3164,Low
11,1,Native Hawaiian/Other Pacific Islander,1,1,0,0,0,1,1,0,1,0,1,1,1,1,180,25,1,1,0,1273,High
10,1,White,1,1,1,0,1,1,0,1,1,1,1,1,1,0,261,45,1,1,1,1734,High
10,0,White,1,1,1,0,1,1,0,1,1,1,1,1,1,1,45,40,1,1,0,2748,High
11,0,More than one race,1,1,1,0,1,1,1,1,1,1,1,1,1,1,250,26,1,1,1,1988,Low
10,0,Black,1,1,1,0,1,1,0,0,1,1,1,1,1,0,200,23,1,0,1,398,Low
10,1,White,1,1,1,0,1,1,0,1,1,1,1,1,1,1,240,20,1,1,0,887,High
11,0,White,0,1,1,0,0,1,0,1,1,1,1,1,1,1,360,24,1,1,0,432,High
10,0,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,420,25,1,1,0,929,High
10,0,More than one race,1,1,1,0,1,1,1,0,1,1,1,1,1,1,300,30,1,1,0,1913,High
11,1,White,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,30,1,1,0,930,High
9,0,White,1,1,1,1,0,0,0,1,1,1,1,1,1,0,300,26,1,1,0,1250,Low
9,1,Hispanic,0,1,1,1,1,1,0,1,1,0,0,1,1,0,360,42,1,1,1,2886,Low
11,0,White,1,1,1,0,1,1,0,1,1,1,1,1,1,0,270,20,1,1,0,1273,High
11,1,White,1,1,1,1,1,1,1,0,1,1,1,1,1,1,215,23,1,1,0,1680,High
10,0,Hispanic,1,1,1,0,1,1,1,1,1,0,1,1,1,0,250,25,1,1,1,2532,Low
10,1,White,0,1,1,1,1,1,1,1,1,1,1,1,1,0,250,20,1,0,1,366,High
9,0,White,1,1,1,0,0,1,1,1,1,1,1,1,1,0,90,25,1,1,1,1046,Low
11,1,Hispanic,0,1,1,0,1,1,0,1,0,0,0,0,1,0,260,30,1,1,1,2646,High
10,0,White,1,1,1,1,1,1,0,1,1,1,1,1,1,1,270,20,1,1,0,196,High
11,0,Black,1,1,1,0,0,1,0,1,0,0,0,0,1,1,235,30,1,1,1,989,High
11,0,More than one race,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,20,1,1,0,1411,Low
10,0,White,1,1,1,0,1,1,0,1,1,1,1,1,1,1,450,25,1,1,0,987,High
10,1,White,1,1,1,0,1,1,0,1,1,1,1,1,1,0,180,16,1,1,0,509,High
10,1,White,1,1,1,0,0,1,1,1,1,1,1,1,1,0,45,15,1,0,1,356,Low
10,0,Hispanic,0,1,1,0,1,1,0,1,1,1,1,1,1,1,264,25,1,1,0,2402,High
11,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,1,230,18,1,1,0,1380,Low
11,1,Hispanic,0,0,1,0,1,1,0,1,1,1,1,1,1,0,300,32,1,1,1,3261,Low
9,1,White,1,1,1,0,1,1,0,1,1,1,1,1,1,0,250,26,1,1,0,2041,Low
10,0,Black,0,1,1,0,1,1,0,1,1,1,1,1,1,0,50,15,1,1,0,868,Low
10,1,White,1,1,1,1,0,1,1,1,1,1,1,1,1,1,240,30,1,1,0,808,High
10,1,Hispanic,1,1,1,0,0,1,1,1,1,1,1,1,1,1,300,20,1,1,1,3201,High
10,0,Hispanic,1,1,1,0,1,1,0,1,1,1,1,1,1,1,450,25,1,1,1,1720,Low
10,0,Black,1,0,1,0,0,1,0,1,1,1,1,1,1,0,300,25,1,1,0,1173,Low
10,0,Black,1,1,1,0,1,1,0,0,1,1,1,1,1,0,365,35,1,1,0,712,Low
9,1,White,0,0,1,1,1,1,0,0,1,1,1,1,0,0,450,18,1,1,0,865,Low
10,0,White,1,1,1,0,1,1,0,1,1,1,1,1,1,1,250,20,1,1,0,247,High
11,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,10,0,0,1,366,High
9,0,Hispanic,1,1,1,0,1,1,1,1,0,0,0,1,1,0,300,20,0,1,1,991,High
10,1,White,0,1,1,0,0,1,0,1,1,1,1,1,1,0,300,30,1,1,1,1988,High
10,0,White,1,0,1,0,1,1,0,1,1,0,1,1,1,0,240,25,1,1,0,2748,Low
10,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,360,26,1,0,1,575,High
9,1,Black,1,1,1,0,1,1,0,1,1,1,1,1,1,1,270,21,1,1,1,1619,High
10,0,White,1,1,1,0,1,1,1,1,1,1,1,1,1,0,250,26,1,1,0,1064,Low
10,1,White,1,1,1,1,1,1,0,1,1,1,1,1,1,0,375,30,1,1,0,712,High
10,0,White,0,0,1,0,1,0,0,1,1,1,1,1,1,0,250,25,1,1,0,1375,Low
10,1,White,1,1,1,0,1,1,0,1,1,1,1,1,1,1,450,50,1,1,1,1378,High
11,0,Hispanic,0,1,0,0,1,0,0,1,0,0,0,0,1,0,275,25,1,1,0,2340,High
10,0,White,0,1,1,0,1,1,0,1,1,1,1,1,1,0,450,25,1,1,1,1720,High
9,0,Hispanic,0,1,0,0,1,0,0,1,1,0,0,1,1,0,150,25,1,1,0,1233,High
11,0,Hispanic,1,1,1,0,1,1,1,1,1,0,1,1,1,1,80,25,1,1,0,2183,High
10,0,More than one race,0,1,1,1,1,1,0,1,0,1,1,1,1,0,365,20,1,1,0,712,Low
10,1,Hispanic,1,1,0,0,1,0,0,1,1,0,0,1,1,0,45,20,1,1,1,1408,High
11,0,Asian,0,1,1,0,0,1,1,1,1,0,1,1,1,0,200,25,1,1,0,1327,High
10,0,Hispanic,1,1,1,0,0,1,1,1,1,0,1,1,1,1,300,20,1,1,0,898,High
10,1,Hispanic,1,0,1,0,1,1,0,1,0,0,0,0,1,0,550,30,1,1,1,3201,Low
10,0,Asian,1,1,1,0,1,1,0,1,1,0,0,0,1,0,375,20,1,1,0,2183,Low
10,1,Hispanic,1,1,1,0,1,1,0,1,1,0,0,1,1,0,270,20,1,0,1,570,High
10,0,White,1,1,1,0,1,1,0,1,1,1,1,1,1,0,270,20,1,1,0,196,Low
10,0,Hispanic,1,1,1,0,1,0,0,1,1,0,1,1,1,0,315,10,1,1,0,400,High
10,0,Black,0,1,1,1,1,1,0,1,1,1,1,1,1,0,180,24,1,1,0,2041,Low
10,0,Hispanic,0,1,1,0,1,1,0,1,1,1,1,1,1,0,270,23,1,1,0,1489,High
11,1,White,1,1,1,0,1,1,0,0,1,1,1,1,1,0,900,25,1,1,0,1064,High
11,1,Black,1,1,1,0,0,1,1,1,1,1,1,1,1,1,180,31,1,1,0,1733,Low
10,0,White,1,1,1,0,0,1,1,1,1,1,1,1,1,0,270,20,1,1,0,996,High
9,1,White,1,1,1,1,1,1,1,0,1,1,1,1,1,0,400,26,1,1,0,1317,Low
10,1,White,1,0,1,0,1,1,0,1,1,1,1,1,1,0,215,25,1,1,0,774,Low
10,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,250,18,1,1,0,926,High
10,0,White,0,1,1,1,1,1,1,1,1,1,1,1,1,1,235,25,1,1,0,1828,High
10,1,White,1,1,1,1,1,1,1,0,1,1,1,1,1,0,300,25,1,1,0,929,High
10,0,Hispanic,1,1,0,0,0,1,0,1,1,0,0,0,1,1,300,30,1,1,0,1900,High
9,1,Hispanic,1,1,1,0,0,1,0,1,1,1,0,1,1,0,200,25,1,1,0,1733,High
10,1,White,1,1,1,0,1,1,0,1,1,1,1,1,1,0,220,20,1,1,0,846,Low
11,0,White,0,1,1,1,1,1,1,1,1,1,1,1,1,0,270,25,1,1,0,1471,High
10,0,Black,1,1,1,0,1,1,0,1,1,1,1,1,1,0,60,30,1,1,1,1400,Low
10,1,Hispanic,1,0,1,1,0,1,0,1,1,1,1,1,1,0,275,30,1,1,1,2144,Low
10,1,White,1,1,1,0,1,1,1,1,1,1,1,1,1,0,90,24,1,1,0,1680,Low
10,0,Hispanic,0,1,1,0,1,1,0,1,0,0,0,0,1,0,300,30,1,1,1,2255,High
10,0,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,240,30,1,0,1,575,High
10,1,White,1,1,1,1,0,1,1,0,1,0,0,1,1,0,180,14,1,1,0,509,High
10,0,Hispanic,1,1,1,1,1,1,1,1,1,0,0,1,1,0,250,26,1,1,1,3261,High
10,0,Black,1,0,1,0,1,1,0,1,1,1,1,1,1,0,225,21,1,1,0,421,High
11,0,White,0,1,1,1,1,1,0,1,1,1,1,1,1,0,225,25,1,1,0,854,Low
10,1,White,0,1,1,1,1,1,1,1,1,1,1,1,1,0,50,25,1,1,1,2080,Low
10,1,White,0,0,1,0,0,1,0,1,1,1,1,1,1,0,250,31,1,1,1,2004,Low
11,0,White,1,1,1,1,1,1,0,1,1,1,1,1,1,0,250,30,1,1,1,2080,High
10,1,White,1,1,1,1,1,1,0,0,1,1,1,1,1,0,240,20,1,0,1,575,Low
10,0,White,1,1,1,1,1,1,0,1,1,1,1,1,1,0,275,30,1,1,0,1347,Low
11,1,White,0,1,1,0,0,1,0,0,1,1,1,1,1,0,960,15,1,1,0,434,High
10,1,Asian,1,1,1,0,1,1,0,1,1,0,0,1,1,0,275,35,1,1,0,2340,High
10,1,White,1,1,1,1,1,1,0,1,1,1,1,1,1,0,150,28,1,1,0,930,High
10,0,White,1,1,1,0,1,1,1,1,1,1,1,1,1,0,350,32,1,1,0,1101,High
10,0,Hispanic,1,1,1,0,1,1,0,0,1,1,1,1,1,0,150,23,1,1,1,539,Low
10,1,White,1,1,1,1,1,1,0,1,1,1,1,1,1,0,270,35,1,1,1,2085,High
10,0,Native Hawaiian/Other Pacific Islander,1,1,1,0,1,1,0,1,1,1,1,1,1,0,250,25,1,1,0,2041,High
9,1,Black,1,0,1,0,1,1,0,1,1,1,1,1,1,0,175,27,1,1,1,2532,Low
10,0,White,1,1,1,0,0,1,0,1,1,1,1,1,1,1,270,75,1,1,0,389,High
10,0,Hispanic,1,1,1,0,0,1,1,1,0,0,0,0,1,0,270,30,1,1,1,2966,Low
11,0,Hispanic,0,1,1,0,1,0,0,1,1,0,0,0,0,0,375,35,1,1,1,2646,High
10,0,Black,1,1,1,0,1,1,0,1,1,1,1,1,1,0,150,20,1,1,0,1387,Low
11,0,White,1,1,1,1,1,1,1,1,1,1,1,1,1,1,300,30,1,1,1,1988,High
11,1,White,1,0,1,0,1,1,0,1,1,0,0,1,1,0,60,25,1,1,1,1988,Low
11,1,White,1,0,1,0,1,1,0,1,1,1,1,1,0,0,200,20,1,1,1,2640,Low
9,1,Hispanic,1,1,0,0,0,0,0,1,0,0,0,0,1,0,45,20,1,1,1,1408,Low
10,1,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,240,17,1,1,0,996,High
10,0,White,1,1,1,0,1,1,0,1,1,1,1,1,1,1,225,32,1,1,0,2748,High
10,1,White,0,1,1,0,1,1,0,1,1,1,1,1,1,0,250,25,1,1,1,1723,Low
11,0,Asian,1,1,1,1,0,1,1,1,1,1,1,1,1,1,275,25,1,1,1,3592,High
10,1,Hispanic,1,1,0,0,1,0,0,1,1,0,0,0,1,0,270,20,1,0,1,570,Low
11,1,White,1,0,1,0,1,1,0,1,1,1,1,1,1,0,210,20,1,1,0,774,Low
9,1,Asian,1,0,1,0,0,1,0,1,0,0,0,0,1,0,270,29,1,1,1,1400,High
10,0,White,1,1,0,0,1,1,0,1,1,1,1,1,1,0,240,23,1,1,0,2748,High
9,1,Black,1,1,1,0,1,1,0,0,0,0,0,0,1,0,120,38,1,1,1,1900,High
10,0,White,1,1,1,1,1,1,1,1,0,1,1,1,1,1,300,23,1,1,1,1378,High
11,0,Black,0,0,1,0,1,1,0,1,1,1,1,1,1,0,315,20,1,1,0,1327,Low
11,0,Hispanic,1,1,1,0,1,1,1,0,1,0,0,1,1,0,300,30,1,1,1,3164,High
12,1,White,1,1,1,1,0,1,1,1,1,1,1,1,1,0,250,12,1,0,1,915,High
10,0,Asian,0,1,1,1,1,1,1,0,0,0,0,0,1,0,200,21,1,1,1,2203,High
10,0,White,1,1,1,1,1,1,1,1,1,1,1,1,1,0,210,15,1,1,0,2098,High
10,0,Hispanic,1,1,1,0,1,1,0,1,1,1,1,1,1,0,250,25,1,1,0,505,Low
9,1,White,1,0,1,1,1,0,0,0,1,1,1,1,1,0,275,25,1,1,0,854,Low
11,1,Hispanic,1,1,1,1,1,1,1,1,1,1,1,1,1,0,250,30,1,0,1,308,High
10,1,Black,1,1,1,0,1,1,0,0,1,1,1,1,1,0,55,22,1,1,1,1392,Low
10,0,White,1,1,1,0,1,1,0,1,1,0,1,1,1,0,300,35,1,1,1,3138,Low
10,0,White,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,30,1,1,1,2080,High
10,1,More than one race,0,1,1,0,1,1,0,1,1,1,1,1,1,0,200,22,1,1,0,1327,High
10,1,Asian,0,1,1,0,0,1,1,1,0,0,0,0,1,1,600,30,1,1,1,2886,Low
